holiday,temp,clouds_all,weather_main,traffic_volume,hour,Weekday
no,272.37,90,Mist,759,4,3
no,278.07,40,Clouds,2907,9,5
no,280.99,32,Clouds,4916,10,4
no,278.01,40,Clouds,4984,17,4
no,288.13,40,Haze,2485,22,3
no,281.44,40,Mist,6500,7,5
no,284.384,0,Clear,6154,16,4
no,261.51,1,Clear,240,2,3
no,284.48,90,Clouds,3263,20,6
no,292.57,90,Rain,3013,5,5
no,274.4,1,Clear,346,2,7
no,272.52,64,Clouds,755,4,1
no,289.21,1,Clear,4984,9,5
no,281.79,1,Clear,706,1,6
no,294.12,1,Clear,999,23,7
no,274.22,1,Clear,1055,0,3
no,302.25,20,Clouds,5384,13,5
no,271.15,90,Fog,2887,18,7
no,297.68,75,Clouds,6729,16,3
no,283.31,90,Drizzle,1412,22,3
no,285.52,0,Clear,2670,21,4
no,283.42,5,Clear,6231,17,2
no,293.22,1,Clear,486,3,7
no,291.79,90,Rain,4539,10,5
no,257.14,40,Clouds,3092,21,7
no,285.56,75,Clouds,5839,17,3
no,272.82,90,Mist,1143,23,5
no,275.08,1,Clear,3515,10,7
no,285.39,90,Mist,5899,17,5
no,294.38,1,Clear,1195,23,6
no,274.15,90,Snow,4577,16,7
no,285.32,75,Clouds,880,4,2
no,279.37,90,Clouds,1566,22,3
no,261.27,90,Snow,5639,6,2
no,276.173,0,Clear,720,0,4
no,291.76,1,Clear,2344,21,2
no,251.84,5,Mist,4383,10,1
no,294.72,40,Mist,396,3,2
no,274.55,40,Snow,322,3,2
no,276.7,90,Clouds,5955,17,5
no,286.58,40,Mist,5919,7,5
no,284.36,1,Clear,703,4,1
no,292.32,0,Clear,278,2,2
no,293.85,90,Rain,5199,7,7
no,255.59,1,Clear,2404,22,6
no,257.97,1,Clear,909,23,1
no,289.01,40,Clouds,542,4,7
no,288.32,20,Clouds,4888,18,5
no,280.27,90,Haze,1381,0,7
no,296.79,90,Mist,5639,11,1
no,285.54,92,Rain,3068,22,6
no,284.31,92,Mist,4388,13,1
no,260.14,90,Snow,2611,8,6
no,285.15,90,Drizzle,3157,19,2
no,293.62,40,Rain,4585,21,3
no,266.07,1,Clear,4663,10,5
no,285.59,1,Clear,4443,12,4
no,274.84,90,Clouds,2407,20,4
no,275.35,90,Rain,4466,16,6
no,286.87,90,Mist,6372,17,1
no,269.15,1,Clear,2070,20,7
no,274.15,90,Mist,4219,8,3
no,290.53,90,Thunderstorm,1356,22,5
no,296.53,80,Thunderstorm,5413,6,5
no,287.06,1,Rain,5713,6,5
no,265.15,75,Clouds,4756,11,7
no,294.86,1,Clear,2152,22,2
no,283.44,90,Drizzle,3469,21,2
no,272.44,90,Rain,490,5,6
no,279.94,75,Clouds,5629,15,1
no,270.03,90,Clouds,6232,17,2
no,277.58,1,Clear,3716,19,3
no,301.72,0,Clear,4672,11,7
no,277.33,90,Rain,5857,8,2
no,295.82,40,Clouds,3157,19,2
no,286.87,90,Rain,1236,0,7
no,273.35,90,Clouds,348,3,5
no,293.85,20,Rain,2066,22,5
no,280.89,40,Clouds,5709,15,1
no,294.64,1,Clear,322,3,1
no,294.0,75,Rain,2466,20,2
no,284.15,1,Clear,5846,9,3
no,297.67,90,Clouds,3903,13,5
no,256.72,64,Clouds,5191,8,6
no,302.0,1,Clear,5601,14,4
no,295.7,0,Clear,5686,8,6
no,300.02,40,Clouds,4822,17,4
no,293.86,0,Clear,4052,9,6
no,295.34,1,Clear,1414,23,7
no,272.55,90,Clouds,2519,23,7
no,289.29,90,Clouds,5406,15,4
no,291.78,90,Rain,4971,12,5
no,305.62,0,Clear,6760,16,3
no,286.58,90,Drizzle,5823,17,7
no,259.37,64,Snow,2820,11,1
no,270.69,64,Clouds,4612,11,2
no,295.28,90,Thunderstorm,4171,14,2
no,298.69,1,Clear,3545,17,2
no,294.48,90,Clouds,1491,23,2
no,273.72,90,Mist,4705,11,5
no,265.28,90,Mist,2334,23,7
no,285.97,5,Clear,6815,7,4
no,296.61,75,Clouds,5371,12,6
no,271.15,90,Snow,4848,7,7
no,289.0,40,Clouds,329,3,2
no,271.28,75,Snow,469,5,7
no,269.47,90,Snow,4140,9,7
no,279.008,0,Clear,2120,22,4
no,269.22,1,Clear,6536,7,1
no,269.08,1,Mist,929,23,1
no,292.02,40,Clouds,4893,16,6
no,282.27,90,Mist,5388,9,4
no,270.54,75,Clouds,4636,12,6
no,292.84,0,Clear,637,0,2
no,274.35,90,Mist,3295,13,6
no,260.64,90,Snow,2849,19,4
no,266.22,90,Snow,966,4,5
no,276.49,90,Mist,2669,20,3
no,286.05,1,Fog,425,3,6
no,288.55,32,Clouds,1736,22,1
no,282.15,75,Clouds,3800,13,5
no,275.81,90,Drizzle,5635,17,3
no,297.01,40,Clouds,3506,19,5
no,284.16,90,Clouds,499,0,1
no,287.6,90,Rain,4556,11,5
no,291.56,1,Clear,2785,12,3
no,274.96,90,Clouds,5768,6,2
no,284.86,90,Thunderstorm,535,0,2
no,258.38,64,Haze,3567,10,1
no,277.22,90,Clouds,5775,14,6
no,270.02,90,Clouds,3621,19,5
no,291.98,90,Mist,4621,10,6
no,294.08,75,Clouds,4983,9,4
no,268.02,1,Mist,3656,9,2
no,286.24,75,Clouds,3374,19,2
no,291.84,1,Thunderstorm,5111,6,5
no,274.51,90,Rain,5083,13,2
no,296.5,75,Clouds,2533,19,6
no,293.64,90,Rain,696,1,6
no,263.45,64,Haze,4752,13,4
no,301.221,12,Clouds,5247,14,3
no,282.21,90,Clouds,2283,21,1
no,291.72,90,Rain,3845,18,6
no,268.68,1,Clear,5618,15,5
no,273.2,90,Mist,465,1,5
no,268.15,75,Snow,4682,10,2
no,265.94,1,Clear,2278,21,5
no,280.44,20,Clouds,6517,7,7
no,281.84,76,Mist,5922,8,5
no,294.15,90,Mist,660,0,4
no,271.85,90,Snow,822,4,5
no,275.27,90,Mist,4803,11,5
no,296.42,75,Clouds,2979,20,6
no,274.08,90,Snow,480,0,1
no,272.54,90,Mist,4200,13,6
no,286.92,90,Clouds,6026,8,4
no,291.81,92,Rain,4864,13,6
no,256.14,5,Clear,4764,9,5
no,268.26,90,Clouds,2948,19,2
no,249.48,1,Clear,748,6,6
no,258.74,90,Snow,3637,6,1
no,298.66,75,Clouds,3197,16,4
no,261.76,90,Snow,4286,10,4
no,299.36,1,Clear,5781,17,4
no,298.71,20,Clouds,4656,13,5
no,275.08,1,Mist,5808,8,4
no,279.1,40,Clouds,3949,22,7
no,290.34,1,Clear,488,3,4
no,295.17,0,Clear,4335,11,5
no,290.94,75,Clouds,5345,6,6
no,278.0,20,Clouds,6096,8,2
no,264.62,90,Snow,420,1,5
no,253.4,90,Clouds,2768,22,5
no,262.97,1,Mist,2621,23,3
no,280.72,90,Drizzle,956,23,3
no,259.29,40,Fog,5452,6,6
no,276.55,75,Clouds,4380,16,6
no,285.83,92,Clouds,2801,20,6
no,294.28,75,Rain,3854,19,5
no,275.21,90,Rain,2933,16,4
no,296.52,1,Clear,4702,10,2
no,290.05,75,Clouds,3083,20,3
no,300.65,1,Clear,4941,12,1
no,295.4,90,Rain,3628,17,6
no,282.15,90,Clouds,606,2,7
no,292.15,40,Clouds,4212,18,1
no,288.12,0,Clear,3221,20,3
no,300.84,75,Clouds,4479,14,6
no,291.15,90,Mist,5639,8,6
no,280.02,87,Mist,399,3,5
no,295.36,75,Clouds,5190,12,6
no,291.79,1,Mist,376,1,7
no,271.42,40,Clouds,3125,23,6
no,296.28,5,Clear,4386,10,2
no,267.51,40,Clouds,759,1,7
no,249.51,88,Clouds,255,4,6
no,257.94,1,Clear,3711,17,2
no,263.72,90,Mist,1935,18,7
no,292.3,20,Clouds,1129,23,2
no,250.86,1,Clear,298,1,4
no,267.08,90,Clouds,5255,14,2
no,290.43,1,Clear,2029,23,7
no,291.01,1,Clear,265,2,5
no,283.16,1,Fog,398,3,3
no,295.3,90,Mist,2,12,6
no,270.28,1,Clear,390,3,3
no,292.28,75,Fog,5423,6,6
no,287.77,68,Clouds,1456,6,6
no,293.37,90,Drizzle,851,4,5
no,285.08,75,Mist,351,3,1
no,274.86,90,Clouds,2931,21,6
no,271.04,90,Mist,252,1,6
no,288.2,24,Rain,6817,7,7
no,297.36,1,Clear,505,1,5
no,293.38,1,Clear,2610,22,4
no,288.55,40,Clouds,244,2,4
no,293.34,20,Clouds,635,2,7
no,294.13,0,Clear,5108,9,1
no,295.89,1,Clear,4475,16,7
no,265.49,1,Clear,2751,5,5
no,285.41,75,Rain,1642,23,3
no,277.44,75,Clouds,3043,21,4
no,283.492,8,Clear,5114,12,6
no,292.27,1,Rain,254,2,3
no,257.39,75,Clouds,4314,10,3
no,285.4,1,Mist,520,1,1
no,281.35,40,Drizzle,368,1,2
no,270.28,75,Clouds,861,23,4
no,299.18,88,Rain,4252,18,2
no,265.29,90,Clouds,1828,21,5
no,260.58,1,Clear,2387,20,4
no,266.63,90,Snow,664,5,6
no,300.01,20,Clouds,3929,19,4
no,298.88,5,Clear,4818,14,4
no,289.53,75,Clouds,2151,21,1
no,278.63,90,Clouds,5236,6,6
no,288.41,0,Clear,422,3,6
no,282.42,90,Clouds,6873,7,2
no,289.17,0,Clear,4950,6,7
no,279.52,40,Clouds,354,1,3
no,283.88,1,Clear,819,1,7
no,270.72,90,Fog,1086,18,1
no,276.01,90,Drizzle,4598,10,6
no,273.95,90,Mist,1232,22,2
no,271.36,90,Fog,1488,16,1
no,276.84,90,Clouds,227,2,5
no,296.03,1,Clear,6617,16,5
no,285.22,90,Clouds,2900,5,3
no,284.61,90,Clouds,4901,13,5
no,290.93,90,Rain,4274,14,6
no,280.93,90,Drizzle,5329,8,3
no,261.29,64,Clouds,4596,11,1
no,249.84,5,Clear,5517,7,6
no,284.55,1,Clear,5721,6,2
no,296.48,1,Clear,4528,12,5
no,281.379,64,Rain,3790,21,6
no,297.851,0,Clear,3811,17,7
no,265.49,1,Clear,4669,10,5
no,290.91,90,Clouds,4312,13,7
no,294.76,90,Clouds,5868,16,5
no,293.87,0,Clear,3190,20,3
no,259.9,1,Clear,2440,9,7
no,275.87,90,Mist,6249,13,6
no,279.752,32,Clouds,5108,8,1
no,296.04,1,Clear,6220,17,2
no,285.35,5,Mist,6581,7,4
no,278.15,75,Clouds,2877,20,2
no,282.95,1,Clear,322,3,4
no,295.09,5,Clear,2443,22,3
no,286.29,1,Clear,370,3,5
no,260.29,75,Mist,3234,10,7
no,277.76,1,Clear,6049,6,3
no,250.46,40,Clouds,3380,19,6
no,274.72,90,Mist,2176,19,7
no,289.61,40,Clouds,4254,10,1
no,271.66,90,Clouds,357,3,4
no,291.97,0,Clear,2871,21,5
no,288.62,90,Clouds,1668,22,1
no,270.53,20,Clouds,5886,15,2
no,268.93,90,Mist,827,1,7
no,294.5,40,Clouds,1591,22,1
no,261.76,1,Clear,3560,19,6
no,295.95,0,Clear,6018,15,3
no,289.42,1,Clear,5211,14,5
no,285.43,90,Haze,5220,14,3
no,291.28,40,Clouds,4478,17,3
no,284.95,40,Clouds,2399,20,1
no,278.47,90,Drizzle,1012,23,3
no,289.47,75,Clouds,230,3,6
no,283.15,90,Rain,5020,14,3
no,246.39,1,Clear,4748,8,2
no,272.62,90,Clouds,5660,8,5
no,300.39,90,Rain,4770,18,2
no,287.02,75,Clouds,4747,12,3
no,299.94,75,Clouds,5510,15,2
no,297.1,76,Clouds,713,0,4
no,265.37,90,Haze,4129,18,5
no,298.62,20,Clouds,3135,20,7
no,272.62,1,Mist,544,5,7
no,279.93,75,Clouds,4837,17,6
no,295.77,1,Clear,2251,21,1
no,275.67,90,Clouds,2125,0,3
no,286.665,0,Clear,4293,10,2
no,290.77,90,Thunderstorm,4517,14,4
no,284.14,1,Clear,4223,10,2
no,270.45,90,Snow,6574,7,2
no,256.94,1,Clear,456,0,7
no,275.86,90,Rain,5691,15,3
no,285.949,88,Clouds,4691,15,2
no,268.97,90,Haze,6219,8,2
no,259.22,64,Clouds,341,2,3
no,278.48,40,Clouds,5065,14,6
no,297.78,90,Clouds,4134,14,1
no,296.01,90,Rain,4726,13,7
no,295.92,75,Clouds,3695,11,5
no,269.95,90,Snow,314,1,2
no,275.08,90,Mist,530,2,6
no,273.68,90,Snow,2797,5,1
yes,294.31,40,Clouds,967,0,1
no,285.32,1,Clear,4827,13,2
no,260.63,1,Clear,6538,7,2
no,270.08,90,Snow,3683,7,2
no,286.53,90,Drizzle,1656,22,2
no,275.66,20,Clouds,6382,16,5
no,261.9,90,Clouds,5269,15,1
no,282.01,90,Rain,5656,6,4
no,289.89,1,Mist,328,2,3
no,289.94,1,Clear,318,3,5
no,260.5,90,Snow,254,2,3
no,301.7,1,Clear,3291,19,6
no,264.22,1,Clear,320,2,3
no,291.49,1,Clear,5769,15,2
no,276.58,1,Clear,3360,22,7
no,272.51,90,Mist,1607,8,6
no,256.89,1,Clear,949,23,4
no,287.51,1,Drizzle,3626,22,1
no,270.87,1,Clear,435,3,4
no,279.867,0,Clear,4872,10,6
no,291.51,90,Rain,3008,21,5
no,281.8,1,Clear,4675,9,7
no,297.41,40,Clouds,5827,13,5
no,274.42,90,Mist,4339,12,6
no,253.88,5,Clear,4443,10,2
no,275.31,1,Clear,5891,6,5
no,269.74,90,Clouds,3421,9,7
no,295.07,75,Drizzle,6352,16,1
no,278.07,90,Rain,5426,6,5
no,268.01,90,Snow,151,3,7
no,283.56,1,Clear,4893,13,3
no,275.43,90,Fog,6115,8,6
no,268.44,90,Snow,306,3,7
no,301.86,1,Clear,4262,13,4
no,290.62,1,Clear,529,0,6
no,272.44,1,Clear,1509,22,1
no,271.02,75,Clouds,3346,9,6
no,295.83,40,Clouds,5598,8,3
no,274.42,90,Clouds,4489,10,1
no,286.36,90,Rain,2802,9,7
no,273.39,1,Clear,277,2,4
no,295.09,75,Clouds,5182,18,2
no,292.6,20,Clouds,4289,12,4
no,292.58,90,Rain,4713,11,2
no,279.87,75,Clouds,6160,8,2
no,272.21,64,Clouds,351,3,2
no,264.14,64,Clouds,4114,13,2
no,265.56,64,Clouds,5884,16,5
no,284.5,75,Clouds,2097,8,5
no,271.75,1,Clear,2588,21,1
no,279.903,92,Rain,4372,12,3
no,263.37,20,Clouds,4673,12,6
no,258.59,91,Clouds,4072,13,6
no,284.4,92,Drizzle,4508,18,1
no,262.46,90,Snow,6380,7,1
no,300.35,1,Clear,4549,13,2
no,295.01,1,Clear,2911,5,2
no,278.55,1,Clear,331,3,3
no,276.22,90,Clouds,3626,19,6
no,257.78,64,Haze,4186,11,3
no,269.28,90,Mist,4108,11,7
no,289.0,90,Drizzle,4260,11,2
no,273.0,90,Drizzle,420,3,6
no,286.01,1,Clear,5890,6,3
no,274.28,20,Clouds,4516,12,2
no,279.81,1,Clear,1057,4,7
no,286.39,90,Clouds,4500,10,4
no,276.68,90,Drizzle,2352,20,7
no,273.48,1,Clear,2256,21,1
no,292.87,0,Clear,385,3,5
no,279.01,90,Mist,5577,14,5
no,260.82,1,Clear,5973,8,3
no,274.22,90,Mist,3530,11,6
no,297.0,75,Clouds,4649,18,2
no,255.34,90,Clouds,422,0,6
no,276.894,0,Clear,3277,11,7
no,288.04,1,Clear,615,1,6
no,300.74,75,Rain,4416,19,6
no,290.22,90,Mist,4517,10,3
no,272.84,40,Clouds,4923,13,7
no,299.58,20,Clouds,4664,13,2
no,253.92,1,Clear,6303,7,2
no,295.78,0,Clear,2231,22,3
no,262.65,1,Clear,5614,12,2
no,300.84,1,Clear,4318,17,7
no,273.02,1,Clear,480,1,2
no,285.57,88,Mist,6219,8,4
no,256.29,20,Snow,4332,11,2
no,294.79,1,Clear,492,1,3
no,293.19,1,Clear,413,1,4
no,268.96,75,Snow,4306,9,3
no,273.58,1,Clear,4379,10,6
no,286.21,1,Fog,309,3,1
no,294.44,40,Clouds,5120,12,4
no,270.9,40,Snow,2927,20,2
no,278.15,90,Clouds,1451,23,5
no,294.95,75,Clouds,4062,15,6
no,258.75,1,Clear,400,4,3
no,275.93,5,Clear,6279,17,4
no,291.44,1,Mist,552,5,7
no,264.81,90,Snow,4540,12,5
no,277.41,90,Drizzle,4697,18,1
no,255.61,75,Clouds,5997,17,4
no,254.48,1,Clear,4438,10,2
no,261.49,90,Snow,2935,23,5
no,290.75,90,Rain,5667,15,4
no,280.55,90,Clouds,6320,17,4
no,282.08,1,Clear,360,3,1
no,285.21,1,Clear,425,4,7
no,286.81,56,Rain,5747,8,5
no,257.57,1,Clear,5397,17,3
no,267.55,1,Clear,2587,22,7
no,277.02,1,Clear,3341,19,7
no,276.06,75,Clouds,1437,22,1
no,272.51,90,Mist,2147,21,1
no,263.93,1,Mist,773,4,7
no,287.63,20,Clouds,848,4,2
no,304.01,75,Thunderstorm,5168,13,5
no,263.95,1,Mist,860,4,1
no,273.42,90,Clouds,6923,16,3
no,264.35,75,Clouds,807,0,4
no,297.28,90,Clouds,3634,10,6
no,283.72,75,Fog,1943,22,7
no,294.39,36,Clouds,6304,17,3
no,285.6,24,Clouds,803,4,1
no,277.57,90,Rain,4373,14,7
no,285.41,1,Rain,3070,5,4
no,274.25,1,Clear,425,4,6
no,291.83,90,Thunderstorm,2776,5,7
no,253.86,40,Clouds,325,3,7
no,293.64,90,Clouds,4669,10,5
no,271.02,90,Clouds,6100,6,2
no,279.08,1,Clear,1665,22,2
no,273.43,90,Clouds,4912,8,4
no,275.02,90,Mist,2609,5,5
no,297.68,0,Clear,2928,20,1
no,275.62,1,Clear,644,2,7
no,284.36,90,Drizzle,5771,8,2
no,283.22,40,Clouds,5263,12,6
no,260.68,1,Clear,5292,11,2
no,275.28,90,Drizzle,4502,15,2
no,288.75,68,Clouds,2036,7,6
no,278.51,40,Clouds,4760,16,4
no,248.63,1,Clear,4114,6,2
no,281.195,0,Clear,5865,17,4
no,305.48,0,Clear,5475,13,1
no,286.02,92,Rain,6271,15,4
no,281.75,1,Clear,2504,21,2
no,273.4,90,Clouds,5102,12,1
no,291.88,40,Mist,2922,21,4
no,299.12,5,Clear,4523,16,6
no,295.09,75,Rain,3128,19,4
no,288.07,90,Fog,4266,10,3
no,291.64,20,Clouds,2801,20,6
no,273.9,20,Clouds,1162,6,6
no,275.06,90,Clouds,3726,17,7
no,282.64,90,Mist,4490,17,1
no,250.15,5,Clear,5097,9,4
no,269.84,90,Clouds,358,1,4
no,271.53,40,Clouds,5503,6,1
no,261.43,64,Snow,2219,20,7
no,273.36,90,Fog,4442,10,1
no,290.57,1,Mist,1105,23,1
no,260.29,20,Clouds,939,8,2
no,272.95,90,Rain,1785,20,3
no,266.15,90,Snow,4881,11,4
no,259.43,40,Clouds,5509,8,3
no,288.61,1,Clear,1035,23,7
no,272.36,1,Clear,5358,14,1
no,283.35,75,Clouds,4959,18,5
no,281.03,1,Clear,399,2,2
no,300.11,44,Clouds,5796,17,1
no,270.72,90,Snow,5364,9,4
no,301.61,75,Clouds,4245,12,7
no,281.89,1,Clear,596,0,2
no,270.9,90,Clouds,4279,18,4
no,268.6,40,Clouds,261,2,1
no,255.75,90,Haze,942,7,1
no,265.62,40,Snow,4633,10,2
no,274.34,90,Clouds,4595,10,3
no,269.84,90,Snow,5059,8,7
no,262.88,1,Clear,395,1,2
no,268.55,90,Clouds,581,2,7
no,297.14,20,Clouds,4741,12,5
no,259.1,90,Clouds,6120,17,3
no,299.28,1,Clear,5182,15,4
no,260.13,90,Mist,357,3,3
no,291.77,1,Clear,4690,11,6
no,271.22,90,Clouds,2734,21,3
no,291.31,90,Drizzle,4975,14,5
no,274.3,64,Drizzle,4739,13,2
no,290.32,1,Clear,4851,13,3
no,273.49,90,Mist,1564,22,7
no,293.86,20,Clouds,4053,12,2
no,300.76,8,Clear,5416,14,2
no,286.44,1,Clear,1040,23,2
no,299.58,0,Clear,2546,22,5
no,288.21,75,Rain,6588,7,1
no,294.95,40,Clouds,877,6,1
no,276.61,75,Clouds,5101,13,5
no,273.0,90,Clouds,6047,17,5
no,287.15,20,Clouds,4614,14,4
no,267.15,20,Clouds,1346,23,2
no,287.35,90,Mist,951,23,1
no,295.02,75,Clouds,4033,19,5
no,288.95,40,Mist,933,4,7
no,290.22,20,Clouds,1414,23,7
no,303.81,20,Clouds,5798,15,3
no,286.29,90,Clouds,2450,21,2
no,261.15,90,Clouds,5100,9,4
no,298.58,5,Clear,4683,18,5
no,261.06,90,Clouds,4135,18,1
no,281.65,90,Clouds,1782,22,7
no,294.36,1,Rain,4074,11,6
no,276.59,75,Mist,458,1,5
no,288.56,90,Mist,1498,6,6
no,291.75,90,Drizzle,4260,10,3
no,292.35,40,Clouds,6195,7,5
no,275.94,90,Haze,6128,17,1
no,272.38,90,Clouds,4723,11,3
no,276.34,90,Clouds,3149,19,2
no,269.08,90,Mist,265,2,4
no,282.48,90,Mist,888,23,1
no,291.43,75,Rain,5876,8,5
no,274.15,90,Mist,5787,17,1
no,247.15,1,Clear,1988,8,7
no,276.95,90,Drizzle,6022,6,7
no,259.04,90,Clouds,4561,16,1
no,271.92,75,Clouds,5297,11,5
no,279.31,1,Mist,1028,23,5
no,294.52,75,Clouds,1070,1,5
no,249.02,1,Clear,1763,20,1
no,273.93,90,Mist,2511,21,5
no,289.2,0,Clear,2969,5,4
no,281.08,75,Drizzle,283,2,2
no,294.43,20,Haze,4238,11,7
no,296.06,56,Clouds,538,5,7
no,295.35,90,Clouds,1881,8,7
no,265.95,40,Snow,4261,11,5
no,280.22,1,Clear,551,0,4
no,285.07,90,Fog,6533,16,3
no,280.0,40,Clouds,5884,8,1
no,271.96,1,Clear,2951,19,7
no,276.01,90,Mist,3774,19,5
no,276.58,1,Clear,4604,10,4
no,287.08,90,Clouds,3473,17,1
no,298.05,90,Clouds,4322,18,6
no,293.73,1,Clear,476,5,2
no,295.86,75,Mist,613,0,5
no,290.271,76,Clouds,3926,18,7
no,303.24,1,Clear,4334,15,6
no,273.4,90,Clouds,5544,6,6
no,293.47,8,Clear,2564,21,1
no,283.02,32,Clouds,309,3,2
no,291.55,1,Mist,395,3,4
no,295.58,75,Clouds,2962,10,1
no,273.37,90,Snow,4479,18,3
no,292.6,44,Mist,2755,5,5
no,297.15,90,Clouds,5185,14,4
no,254.09,1,Clear,5292,6,3
no,297.63,0,Clear,4344,11,1
no,275.42,90,Snow,4948,11,2
no,255.92,20,Clouds,5519,8,5
no,288.66,1,Clear,440,1,4
no,275.08,90,Mist,2939,19,6
no,280.11,75,Clouds,4770,10,4
no,293.41,1,Clear,4749,15,6
no,261.36,1,Clear,602,0,5
no,287.06,1,Mist,5713,6,5
no,252.72,1,Clear,1882,22,2
no,281.0,1,Fog,335,3,7
no,291.79,90,Rain,6243,7,5
no,287.007,92,Rain,6242,16,1
no,275.18,40,Clouds,5044,14,1
no,293.09,90,Rain,916,4,5
no,261.51,1,Clear,5554,6,3
no,268.32,64,Clouds,524,2,1
no,271.59,75,Clouds,5878,17,1
no,276.33,90,Clouds,4743,18,3
no,273.56,90,Mist,5100,9,3
no,290.47,1,Clear,602,0,4
no,260.81,90,Snow,4670,17,6
no,284.48,40,Clouds,5663,17,5
no,279.84,1,Clear,268,3,6
no,256.53,20,Clouds,4616,18,4
no,292.62,90,Rain,4698,11,2
no,291.55,1,Mist,6494,7,4
no,282.55,90,Drizzle,5912,17,3
no,278.98,48,Clouds,5980,8,3
no,286.9,75,Thunderstorm,2714,21,2
no,288.88,90,Clouds,3084,20,3
no,254.15,1,Clear,386,2,2
no,260.43,1,Clear,4925,13,2
no,281.01,0,Clear,795,1,2
no,287.23,92,Clouds,6448,15,3
no,266.46,40,Clouds,4897,13,6
no,306.15,40,Clouds,3761,15,6
no,283.51,90,Rain,4460,18,2
no,268.92,90,Clouds,4487,12,4
no,291.15,1,Clear,872,4,6
no,295.66,20,Clouds,5392,8,2
no,245.62,1,Clear,277,4,7
no,289.98,40,Clouds,912,4,3
no,277.55,1,Clear,6832,16,5
no,281.426,0,Clear,4609,14,4
no,298.72,75,Clouds,3877,17,1
no,259.81,1,Clear,5089,9,4
no,271.88,90,Clouds,3826,11,7
no,271.73,1,Clear,2611,5,3
no,272.76,64,Rain,3206,19,6
no,291.1,90,Rain,5495,14,3
no,275.43,1,Clear,4908,12,3
no,299.27,40,Clouds,5966,14,3
no,273.9,90,Clouds,4547,14,4
no,288.32,0,Thunderstorm,4916,9,1
no,276.97,20,Clouds,798,4,1
no,270.08,90,Rain,4966,6,3
no,288.9,92,Rain,418,1,7
no,287.05,90,Drizzle,4895,12,5
no,294.99,1,Clear,873,1,7
no,288.86,76,Rain,4700,16,7
no,294.46,1,Mist,2019,7,6
no,290.87,90,Drizzle,4244,10,2
no,289.35,1,Clear,3959,19,5
no,266.15,90,Mist,3454,11,2
no,280.52,75,Mist,4981,9,2
no,285.29,90,Drizzle,6303,8,4
no,281.71,20,Clouds,3846,18,6
no,292.1,80,Rain,1204,23,2
no,293.44,40,Rain,4601,12,7
no,292.64,90,Rain,4695,10,7
no,258.22,1,Clear,914,4,3
no,283.83,1,Clear,2228,7,6
no,284.46,1,Clear,3549,21,5
no,293.58,40,Mist,343,2,3
no,269.6,90,Clouds,6072,8,4
no,271.35,90,Rain,528,0,5
no,290.46,75,Clouds,5856,15,7
no,266.9,90,Clouds,812,4,2
no,280.54,75,Clouds,324,3,1
no,277.96,90,Rain,6374,16,3
no,301.55,1,Clear,4877,14,7
no,295.3,90,Rain,2,12,6
no,289.4,40,Clouds,6493,16,5
no,294.0,1,Rain,3414,19,3
no,283.09,1,Clear,5765,6,5
no,296.07,75,Clouds,4831,13,1
no,278.13,40,Clouds,4179,18,3
no,287.74,75,Mist,333,3,5
no,282.15,1,Clear,1428,22,5
no,299.13,8,Clear,4040,13,6
no,281.72,40,Clouds,3154,20,6
no,258.59,90,Clouds,613,0,5
no,289.12,1,Clear,3068,5,3
no,279.02,90,Clouds,1266,7,7
no,271.47,1,Clear,911,23,1
no,277.81,75,Clouds,2125,21,1
no,280.81,76,Rain,2322,22,4
no,294.26,90,Thunderstorm,4857,12,4
no,290.52,1,Clear,416,1,7
no,287.51,1,Clear,3840,19,7
no,270.87,1,Clear,328,2,5
no,277.86,90,Rain,737,4,3
no,277.29,40,Clouds,4958,12,2
no,273.28,90,Mist,2648,22,2
no,289.22,40,Clouds,424,3,1
no,276.34,1,Clear,850,4,3
no,288.06,1,Clear,876,4,2
no,264.05,1,Mist,2457,22,3
no,274.82,90,Drizzle,271,2,4
no,273.68,90,Snow,2518,22,5
no,279.287,56,Clouds,4642,18,7
no,273.98,90,Mist,306,1,1
no,287.71,92,Drizzle,5162,14,7
no,277.51,90,Mist,4883,18,3
no,289.19,1,Clear,347,2,3
no,301.15,40,Clouds,6041,15,4
no,295.83,75,Clouds,344,3,1
no,299.23,90,Clouds,4187,11,7
no,290.33,90,Rain,2225,22,4
no,291.14,1,Clear,1250,23,1
no,298.07,5,Clear,3718,10,6
no,276.51,90,Drizzle,4344,15,6
no,271.72,90,Snow,3798,14,2
no,267.15,90,Clouds,3205,19,1
no,295.88,75,Clouds,6110,17,5
no,302.35,1,Clear,4268,16,6
no,283.56,1,Clear,514,5,7
no,269.85,20,Clouds,3368,19,3
no,283.3,90,Drizzle,5582,9,2
no,283.86,1,Clear,3313,19,2
no,288.22,75,Rain,3282,19,2
no,295.42,90,Mist,4317,16,7
no,284.25,68,Drizzle,3093,19,5
no,287.48,90,Mist,5811,17,2
no,289.07,90,Rain,2631,22,2
no,273.35,90,Snow,4517,11,5
no,274.08,64,Drizzle,2217,20,2
no,256.28,1,Clear,2676,5,5
no,296.61,75,Clouds,3835,14,7
no,298.01,1,Clear,3236,10,2
no,273.75,90,Mist,977,23,1
no,272.87,90,Mist,3570,9,6
no,286.15,40,Clouds,5350,8,6
no,304.85,20,Clouds,5442,15,1
no,260.46,90,Clouds,3633,19,5
